# NOTES:
# The # Symbol at the start of a line counts as a Comment. To include in dialog, use a \#
# The . Symbol will cause a pause unless escaped with \. (ex: Mr. Oshiro has a pause, Mr\. Oshiro does not)
# Newlines automatically create a Page Break, unless there is an {n} command on the previous line
# Commands: Anything inside of curly braces {...} is a command and should not be translated.

# Inline Text Commands:
# {~}wavy text{/~}
# {!}impact text{/!}
# {>> x}changes speed at which characters are displayed{>>}
# {# 000000}this text is black{#} (uses HEX color values)
# {+MENU_BEGIN} inserts the dialog from the MENU_BEGIN value (in English, "CLIMB")
# {n} creates a newline, without a page break
# {0.5} creates a 0.5 second pause
# {big}this text is large{/big}

# Gameplay Control Commands (should never change)
# {trigger x} this triggers an in-game event
# {anchor} controls the visual position of the textbox in-game

# Language (id,label)
	LANGUAGE=korean,한국어
	ICON=Icons/korean.png
	ORDER=80

# Font (Face, Base Size)
# Use BMFONT to generate the .fnt and image files
	FONT=RenogareKR,62

# Done loading Meta Data
	BEGIN=true

# Auto-Saving
	AUTOSAVING_TITLE_NS=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_NS=
		이 아이콘이 표시되면
		콘솔 전원을 끄지 마세요.
	AUTOSAVING_TITLE_PS4=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_PS4=
		이 아이콘이 표시되면
		콘솔 전원을 끄지 마세요.
	AUTOSAVING_TITLE_XB1=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_XB1=
		이 아이콘이 표시되면
		콘솔 전원을 끄지 마세요.
	AUTOSAVING_TITLE_PC=
		이 게임은 자동 저장 기능을 지원합니다.
	AUTOSAVING_DESC_PC=
		이 아이콘이 표시되면
		컴퓨터 전원을 끄지 마세요.

# Main Menu
	MENU_DEBUG=		~디버그~
		넌 이 {+MOUNTAIN}의 정상에 {*}절대로{/*} 오르지 못해.

		[BADELINE right freakCAlt pop]
		이제 순순히 인정하시지?

	CH6_THEO_WATCHOUT=
		[THEO left worried]
		{+MADELINE}, 무슨 일이야!?

	CH6_REFLECT_AFTER=
		[MADELINE left sad]
		거의 다 왔었는데.

		[MADELINE left panic]
		이제 정말 끝이야...
		왜 날 가만두지 않는 거야?

		[MADELINE left angry]
		그 녀석이 정말 {*}싫어.{/*}
		...

		[MADELINE left distracted]
		...
		하지만, 결국에는 {+PART_OF_ME}인걸.
		절대 그 녀석을 없애지 못할 거야.

		[MADELINE left sad]
		그리고 그 녀석 말이 맞았어.
		난 {+MOUNTAIN}의 정상에 오르지 못했어.

	CH6_OLDLADY=
		[GRANNY right normal]
		아, 또 보는구나.

		[MADELINE left upset]
		네, 또 보네요.

		{trigger 0 Zoom in}

		[GRANNY right mock]
		이제 관두는 거 같구먼.
		
		[MADELINE left upset]
		아니거든요, 바닥이 무너져서 떨어진 거예요.
		지금까지의 노력이 다 물거품이 됐다구요.

		[GRANNY right normal]
		아무래도 그게 최선이겠지.
		이 {+MOUNTAIN}은 봐주는 법이 없으니까.

		[MADELINE left upset]
		말 안 해도 알아요.
		전 할머니의 망할 {+MOUNTAIN}을 오를 정도로 강하진 않았네요.

		[MADELINE left distracted]
		자, 마음껏 비웃어 봐요.

		{trigger 1 Start laughing}
		
		[MADELINE left upset]
		그렇다고 해서 진짜 비웃으란 말은 아니었는데...

		{trigger 2 Stop laughing}
		
		[GRANNY right normal]
		가끔은 포기할 때도 알아야 하는 법이지.
		그래도 시간이 지나면, 결국 극복할 수 있을 거야.

		{trigger 3 Maddy walks right}
		
		[MADELINE left angry]
		그거 아세요?
		제가 이 골짜기를 빠져나오면서 생각을 많이 해봤는데요...
		전 이미 {*}극복했다고요.{/*}

		{trigger 4 Maddy walks left}

		[MADELINE left upset flip]
		{.4}{+PART_OF_ME_HONORIFIC}{.4}가 하는 말이 맞았어요.{n}전 정상에 올라갈 수 없어요.

		[MADELINE left panic flip]
		그냥... 제 슬픈 인생이 기다리는 집으로 돌아가서 {.4}평생 비참하게 살게요.

		{trigger 5 Wait a bit}
		
		[GRANNY right normal]
		전혀 극복하지 못했구먼.

		{trigger 6 Maddy turns right}
		
		[MADELINE left upset]
		조용히 좀 해주실래요?

		[MADELINE left distracted]
		저도 포기하고 싶진 않아요...
		하지만 아무리 노력해도, 한 발짝만 떼려 하면 그 녀석이 방해한다고요.
		
		[GRANNY right normal]
		많은 젊은이가 이 {+MOUNTAIN}을 오르러 찾아오지만, 결국에는 포기하고 말지.
		네가 떨어졌다고 하니, 정말 안타깝구나.{n}너라면 해낼 수 있다고 생각했는데.

		[MADELINE left sad]
		제가 뭐가 그리 특별한데요?

		[GRANNY right normal]
		그렇게나 자기 자신에게 화가 난 사람은 한평생 살면서 처음 봤거든.

		{trigger 1 Start lauging}

		[GRANNY right laugh]
		솔직히 말하면, 자기 자신을 괴롭히려고 정상에 오르는 줄 알았단다.

		[MADELINE left upset]
		예, 거참 고맙네요.

		{trigger 2 Stop laughing}

		[GRANNY right normal]
		네가 말하는 여자애가 네 발목을 잡고 있는 모양인데.
		대화를 해보는 건 어떠니?
		그 애가 왜 그리 두려워하는지 알아보거라.
		
		[MADELINE left sad]
		그 녀석이... 두려워한다고 생각하세요?

		[MADELINE left distracted]
		그렇게 생각해본 적은 한 번도 없었는데...
		
		[GRANNY right normal]
		시간 낭비하지 말고, {~}어서 가서 물어 봐.{/~}
		손해 볼 게 뭐가 있니?

	CH6_OLDLADY_B=
		[MADELINE left sad]
		하지만, 그 녀석을 어떻게 찾아야 하는지 잘 모르겠어요...

		[GRANNY right normal]
		그 여자애는 {+PART_OF_YOU}지, 그렇지?
		찾으려고 마음만 먹는다면, 그리 오래 걸리진 않을 거야.

		[MADELINE left upset]
		...역시 {+MOUNTAIN}의 힘에 대해 잘 알고 계시네요.

		[GRANNY right normal]
		당연히 알지, 난 여기 살잖아.
		난 너한테도 경고하려고 했어.

		[MADELINE left upset]
		다른 사람이 알아들을 수 있는 표현으로 말씀하셨어야죠.

		[GRANNY right normal]
		사람이 진실을 살짝 엿볼 수 있다면, 그건 정말 행운인 거야.
		대부분이 자신이 본 걸 받아들이지 못한다고 하더라도.
		지금 네 차로 돌아가는 게 부끄러운 일은 아니란다.
		언젠가 넌 준비가 될 테고, 그때는 다시 돌아오게 될 게다.

		[MADELINE left distracted]
		...
		아니요.

		[MADELINE left sad]
		끝장을 보겠어요.
		다신 도망치지 않을 거예요.

		[GRANNY right normal]
		그렇게 말할 줄 알았다.
		그럼, 행운을 비마.

	CH6_OLDLADY_C=
		[MADELINE left sad]
		여기서 어떻게 지내시는 거예요?
		이런 곳에서 계속 지내시면 힘드실 거 같은데...

		[GRANNY right normal]
		네 말대로다, 절대로 익숙해지진 않아.
		하지만 그렇기에 내 정신이 날카로워지지.
		그 점이 마음에 들어.

		[MADELINE left sad]
		하지만 이 {+MOUNTAIN}은 저희한테... 너무 적대적이잖아요.

		[GRANNY right normal]
		그럼, 살살 대해 주지는 않지.
		그렇지만, {+CELESTE_MOUNTAIN}은 치유의 장소란다, 아가야.
		치유의 첫 단계는 자신의 문제를 정면으로 마주 보는 거고.
		물론 그게 절대 쉬운 건 아니지.

		[MADELINE left upset]
		네, 쉽지 않은 거 같네요.

	CH6_BOSS_START=
		[BADELINE right angry flip]
		날 찾아온 거야?
		이제 나한테 볼일은 없는 줄 알았는데.

		[MADELINE left sad]
		내가 실수했어.
		미안해.

		[BADELINE right scoff flip]
		넌 네가 모든 걸 {~}다 알고 있다고{/~} 생각하지.

		[BADELINE right angry flip]
		그리고 내가 필요 없다고 생각하지.
		
		[MADELINE left upset]
		내가 미안하다고 했잖아.

		[MADELINE left sad]
		우린 지난 일은 잊고, 다시 올라가야 해.

		{trigger 0 Badeline floats, zooms in}

		[BADELINE right yell]
		지금 내가 네 말을 믿을 거 같아?

		[MADELINE left angry]
		너도 잘못 없는 건 아니거든.
		...

		[MADELINE left determinedclosed]
		하지만 네가 두려워하고 있다는 건 알고 있어.
		
		{trigger 1 Maddy steps forward}
		
		[MADELINE left sad]
		봐, 우린 완전 밑바닥까지 내려왔어.
		여기서 더 싸워봤자, 의미 없다고.

		[BADELINE right scoff]
		난 여기서 더 내려갈 수도 있거든요?

		[BADELINE right angry]
		지구의 중심까지 내려갈 수도 있다고.

		[MADELINE left sad]
		여기서 더 내려간다고 해서 무슨 의미가 있겠어.

		[MADELINE left together]
		{s 4}어서 여길 빠져나가자. {.6}[MADELINE left togetherZoom]함께.
		
		[BADELINE right yell]
		한 발짝이라도 더 가까이 다가오면 후회하게 만들어 주겠어.

	CH6_BOSS_TIRED_A=
		[BADELINE right angry]
		널 위해서 한 행동이야.

	CH6_BOSS_TIRED_B=
		[BADELINE right yell]
		넌 {*}등산가{/*}가 아니라고.

	CH6_BOSS_TIRED_C=
		[BADELINE right yell]
		{*}난 널 도와주려는 것뿐이야!{/*}

	CH6_BOSS_MIDDLE=
		[BADELINE right yell]
		{*}내 말만 들었으면{/*} 이런 일은 {*}일어나지도{/*} 않았어!

	CH6_BOSS_ENDING=
		[BADELINE right sigh flip]
		좋아.
		네가 이겼어.

		{silent_trigger 0 Music starts}

		[BADELINE right worried flip]
		내가 필요 없다, 이거지.

		[BADELINE right worriedAlt flip]
		내가 없어지길 바란다면, 노력해 볼게.
		
		[MADELINE left distracted]
		아니, 그런 걸 바라는 게 아니야.
		그 어느 때보다도 네 도움이 필요해.

		[MADELINE left sad]
		제발. 같이 올라가자.

		[BADELINE right worried flip]
		같이 올라가자고?

		[BADELINE right worriedAlt flip]
		지금 농담하는 거지?

		{trigger 1 Madeline puts hand on Badeline}

		[MADELINE left sad]
		두려워해도, {.3}괜찮아.

		{trigger 2 Badeline calms down}

		[BADELINE right worried flip]
		...

	CH6_ENDING=
		[MADELINE left surprised]
		방금 그거 어떻게 한 거야?

		[MADELINE left normal]
		이렇게 올라갈 수 있다면, 어쩌면 아직 정상에 올라갈 수 있을지도 몰라!
		
		[BADELINE right worriedAlt]
		너, {+MOUNTAIN}을 다시 오른다는 게 진심으로 한 말이었어?

		[BADELINE right worried]
		거길 왜 다시 올라가야 하는데?

		{trigger 0 Old Lady enters right}

		[GRANNY right normal]
		둘이 사이좋게 지내니까 보기 좋구나.

		[MADELINE left sad]
		할머니, 전에 절 설득해주셔서 정말 감사해요.

		[GRANNY right normal]
		별거 아냐.
		이런 늙은이라도 도움이 되었다니, 기쁘구나.

		{portrait none}
		{*}{+MADELINE}!!!{/*}

		{trigger 1 Theo enters left}
		
		[THEO left worried]
		{+MADELINE}! 무사했구나!

		[THEO left wtf]
		도와주려고 급하게 내려왔는데, 다친 곳은 없는 거 같네.
		
		[MADELINE right normal]
		고마워, {+THEO}.

		[MADELINE right distracted]
		솔직히, 거기서 떨어진 게 오히려 잘된 일인 거 같아.
		
		{trigger 8 theo stops being tired}
		[THEO left wtf]
		얘가 네가 말한 {+PART_OF_YOU}야?

		[THEO left excited]
		귀여운 유령 {+MADELINE}(이)잖아!

		[BADELINE right angry]
		안녕.

		[MADELINE right sad]
		네 말이 맞았어, {+THEO}.
		나는 얘를 두려워할 필요가 없었어.

		[MADELINE right normal]
		얘랑 힘을 합친다면, 아직 정상에 올라갈 수 있을 거 같아.

		[THEO left excited]
		그거 정말 대박인데!

		[BADELINE right angry]
		잠깐, {.4}{*}기다려.{/*}

		[BADELINE right worried]
		...난 동의한 적 없다고.

		{trigger 2 Madeline turns to the right}

		[BADELINE right worriedAlt]
		우리 먼저 대화하기로 했잖아.

		[MADELINE left sad]
		맞아.
		네가 두려워하고 있다는 건 알겠어.
		
		[MADELINE left distracted]
		하지만 너도 이게 우리가 원하는 일이라는 걸 알잖아.

		[MADELINE left normal]
		마지막으로 한 번만 더 해보자.

		{trigger 7 Theo raises fist}

		[THEO left yolo]
		그래! 할 수 있다고!
		
		[BADELINE right worried]
		아직 잘 모르겠어...

		[BADELINE right worriedAlt]
		거의 다 왔는데, 그러니까, 어, 떨어졌잖아...

		[BADELINE right worried]
		{+MOUNTAIN}이 우리 둘을 갈라놓은 거라고.

		[MADELINE left upset]
		응, 그랬었지.

		[MADELINE left sad]
		하지만 우리 둘이라면, 그 시련을 극복할 수 있을 거야.
		나는 할 수 있다고 믿어.

		{trigger 5 Wait a bit}

		[GRANNY right normal]
		나쁘지 않은 생각이구나.

		{trigger 3 badeline turns right}

		[GRANNY right normal]
		물론, 쉽지는 않을 게다.
		그래도 난 너희 둘이 참 대견하단다.{n}그렇게 많이 싸우면서도 꽤 높이까지 올라갔잖니?
		둘이 힘을 합친다면 분명 정상에 올라갈 수 있을 거야.

		[BADELINE right worried flip]
		...

		{trigger 4 badeline turns left}

		[BADELINE right worriedAlt]
		알았어. 

		[BADELINE right worried]
		한 번 해볼게.

		{trigger 5 Wait a bit}

		[THEO left normal]
		나도 도와줄까?

		{trigger 6 Madeline turns to the left}

		[MADELINE right distracted]
		넌 이미 충분히 도와줬잖아, 괜찮아.

		[THEO left wtf]
		그럼 네 가방만이라도 나한테 맡겨두고 가는 건 어때?

		[MADELINE right normal]
		그래, 좋아.

		[MADELINE right determined]
		{>> .2}금방 갔다 올 테니까.{>>}

# *** Chapter 07 ***

	CH7_HEIGHT_START=0 M
	CH7_HEIGHT_0={X} M
 	CH7_HEIGHT_1={X} M
	CH7_HEIGHT_2={X} M
	CH7_HEIGHT_3={X} M
	CH7_HEIGHT_4={X} M
	CH7_HEIGHT_5={X} M

	# Mountain Base -> Forsaken City
	CH7_ASCEND_0=
		[MADELINE left normal]
		우리 이제 감 잡은 거 같은데.

		[BADELINE right upset]
		그런가...

		[MADELINE left determined]
		이 {+MOUNTAIN}은 아무것도 아냐.

		[BADELINE right worried]
		불안하게 부정 타는 소리 하지 마...

	# Forsaken City -> Old Site
	CH7_ASCEND_1=
		[MADELINE left normal]
		기분은 좀 어때?

		[BADELINE right upset]
		나쁘지 않아.

		[BADELINE right worried]
		그냥... {.4}뭔가 안 좋은 일이 일어날 거 같아서 조금 불안해...

		[MADELINE left sad]
		무슨 일이 있어도, 내가 네 옆에 있을게.

		[BADELINE right worried]
		정말 무서운 게 뭔지 알아?
		
		[BADELINE right upset]
		내가 점점, 널 믿기 시작했다는 거야.

	# Old Site -> Celestial Resort
	CH7_ASCEND_2=
		[BADELINE right normal]
		제법인데.

		[MADELINE left surprised]
		와!

		[MADELINE left normal]
		네가 {+ST_BAD}긍정적인 말{+END_BAD}을 하는 건 처음 봤어.

		[MADELINE left determined]
		너 정말 든든하다.

		[BADELINE right angry]
		야, 야. 적당히 해라.
		
	# Celestial Resort -> Cliffside
	CH7_ASCEND_3=
		[MADELINE left distracted]
		{+MROSHIRO}는 잘 지내고 계실까.

		[BADELINE right angry]
		왜? 그놈은 널 쓰레기 취급했잖아.

		[MADELINE left sad]
		그래, 하지만 그래도 걱정돼.
		
		[MADELINE left upset]
		그리고 너도 그렇게 심하게 말한 거, 잘한 거 아니거든.

		[BADELINE right angry]
		뭐래.

		[MADELINE left sad]
		정말이야. 넌 너무 심하게 공격적이야.

		[BADELINE right angry]
		{~}너야말로{/~} 결국 널 상처 입힐 사람들한테 에너지를 너무 많이 쓰잖아.

		[MADELINE left distracted]
		{+MROSHIRO}는 나쁜 사람이 아니야...

		[BADELINE right yell]
		그놈은 {*}괴물{/*}로 변했어!
		널 {*}해치려고{/*} 했다고!

		[BADELINE right worriedAlt]
		그런데도 그놈을 감싸는 거야?

		[MADELINE left distracted]
		아저씨를 감싸는 게 아냐...

		[MADELINE left sad]
		난 네 편이야. 나도 아저씨한테 화났어.
		네가 그때 밀어붙이지 않았다면,{n}난 아직도 그 호텔에 있었을지도 몰라.

		[MADELINE left distracted]
		...그래도 아저씨가 잘 지내셨으면 좋겠어.

		[BADELINE right worried]
		...

		[BADELINE right worriedAlt]
		알았어...
		...미안해...

		[BADELINE right worried]
		...{+MROSHIRO}에게 심한 말 해서.

		[MADELINE left distracted]
		고마워. 
		
		[MADELINE left sad]
		이제 다 지나간 일인데, 뭐.
		
	# Cliffside -> Temple
	CH7_ASCEND_4=
		[MADELINE left surprised]
		방금은 아슬아슬했네.

		[BADELINE right worried]
		그래, 방금은 정말 죽을 뻔했어.

		[MADELINE left distracted]
		네 말이 맞았을지도 몰라.

		[MADELINE left sad]
		{~}이건{/~} 너무 위험한 짓일지도...

		[BADELINE right worried]
		...

		[BADELINE right angry]
		{*}아니.{/*}
		내가 틀렸어.
		우린 이 {+MOUNTAIN}의 정상에 올라갈 수 있어.

		[BADELINE right normal]
		네 옆엔 내가 있으니까...

		[BADELINE right worried]
		...그리고...

		[BADELINE right worriedAlt]
		...난 널 믿으니까.

		[MADELINE left sad]
		그 말 들으니까, 정말 기쁘네.
		
	# Temple -> Summit
	CH7_ASCEND_5=
		[MADELINE left determined]
		좋아, 이제 거의 다 왔어.

		[MADELINE left normal]
		정말 얼마 안 남았어. 우린 할 수 있어!

		[BADELINE right worriedAlt]
		응...

		[BADELINE right worried]
		...

		[MADELINE left sad]
		무슨 문제라도 있어?

		[BADELINE right worried]
		...난 그냥...
		...

		[BADELINE right worriedAlt]
		...미안해. 
		내가 네 발목을 잡고 있었어.

		[BADELINE right worried]
		널 좀 더 믿었어야 했는데.

		[MADELINE left distracted]
		네 잘못이 아니야.
		난 널 버리고 떠나려고 했어.
		그리고 솔직히 말하면, 평생 너를 버리려고 했어.

		[MADELINE left sad]
		{~}나도{/~} 미안해.
		진작 널 이해했더라면 좋았을 텐데.
		난 너무 거만했고, 고집불통이었고, {*}구제불능이었지.{/*}

		[BADELINE right worriedAlt]
		우린 너무 많은 시간과 에너지를 낭비했어...

		[BADELINE right worried]
		...

		[BADELINE right worriedAlt]
		적어도, 지금은 우리의 실수에 대해 이야기하고 있긴 하네.

		[MADELINE left sad]
		맞아...

		[MADELINE left normal]
		{+MOUNTAIN}이 너를 꺼내 줘서 기뻐.
		이제 우린 지난 일을 이겨낼 수 있다고 생각해.
		이 {+MOUNTAIN}의 정상에 함께 오른다면, 우린 뭐든지 할 수 있어.
		
		[BADELINE right worried]
		만약... 우리가 정상에 오르지 못한다면?

		[MADELINE left normal]
		그래도 괜찮아.

		[BADELINE right worriedAlt]
		정말이야?

		[MADELINE left sad]
		그럼.
		
		[MADELINE left normal]
		우리가 노력하는 것만으로도 난 기뻐.

		[MADELINE left sad]
		이것이야말로, 정말 나한테 필요한 일이었어.
		
		[BADELINE right upset]
		이제서야 널 이해할 수 있을 거 같아.

		[BADELINE right normal]
		그럼, 빨리 해치워 버리자고!

	CH7_ENDING=
		[BADELINE left normal]
		우리가 정말로 해냈어.
		말도 안 돼!

		[MADELINE right surprised flip]
		와! 정말 아름다워!
		
		[MADELINE right normal flip]
		우리가 얼마나 높이 올라왔는지 좀 봐!

		{trigger 1 Madeline sits down}

		[BADELINE left normal]
		이 광경을 볼 수 있어서 다행이야, 내가 사...

		[BADELINE left worriedAlt]
		그러니까, 내가 사...

		[MADELINE right distracted flip]
		아, 맞다.

		[MADELINE right sad flip]
		내가 {+MOUNTAIN}을 떠나면, 더 이상 나와 대화할 수 없겠구나...
		적어도 이런 식으로는.

		[BADELINE left worried]
		맞아.

		[BADELINE left upset]
		우리가 결국 집에 돌아가야 한다는 건 알고 있었어.
		하지만, 이 몸을 잃게 된다고 생각하니, 좀 무섭네.

		{trigger 2 Badeline moves beside Maddy as camera begins panning right}

		[MADELINE left sad]
		그래도 너는 계속 존재할 거야.
		이 {+MOUNTAIN}에 오기 전에도, 넌 {+PART_OF_ME}였으니까.

		[BADELINE left upset]
		응, 알고 있어.
		하지만 네가 내 말에 귀 기울여줄 때까지 기다려야겠지.

		[BADELINE left worried]
		...이렇게 내가 직접 너한테 말을 걸지도 못하겠지만.

		[BADELINE left worriedAlt]
		난 더 이상... 예전처럼 돌아갈 순 없어.
		이 {+MOUNTAIN}에 오기 전으로 말이야.

		[MADELINE right sad flip]
		걱정 마, 나도 되돌아갈 순 없어.
		앞으로는 정말 우리가 함께 노력했으면 좋겠어.

		[BADELINE left upset]
		널 믿어.

		[BADELINE left worriedAlt]
		...그래도 여전히 불안하긴 해.

		{trigger 0 Wait a bit}
		
		[BADELINE left upset]
		그럼... 이젠 어떻게 하지?

		[MADELINE right distracted flip]
		...

		[MADELINE right normal flip]
		일단은 이 순간을 즐기자.

	CH7_BSIDE_ASCEND=
		[BADELINE left freakA]
		굉장했어!

		[MADELINE right surprised]
		우리가 해내다니!

		[BADELINE left freakA]
		그 무엇도 우릴 막을 순 없다!

		[MADELINE right upset]
		야... 너 좀 무서운데.

	CH7_CSIDE_OLDLADY=
		[GRANNY right normal]
		이제 끝이라는 게 믿기지 않지, 그렇지?

		[GRANNY right laugh]
		그렇게나 힘들었는데, 막상 끝난다고 하니까 서운해 보이는구나.

		[GRANNY right normal]
		그럼, 건강히 잘 지내야 한다, 알겠지?

	CH7_CSIDE_OLDLADY_B=
		[GRANNY right normal]
		음?
		뭘 기다리는 게냐?

# *** Epilogue ***

	EP_CABIN=
		[GRANNY right normal]
		어서 오렴.

		[THEO right excited]
		{+MADELINE}!
		정상에는 갔다 왔어?
		
		{trigger 0 Badeline emerges}

		[MADELINE left normal]
		응, 갔다 왔어.
		정말 엄청났어.

		[GRANNY right normal]
		풍경이 참 아름답지, 그렇지 않니?

		[BADELINE left upset]
		올라갈 만한 가치가 없다고 생각했었지만...

		[BADELINE left normal]
		막상 올라가서 보니, 그럴 만한 가치가 있더라고요.

		[THEO right thinking]
		{~}인생샷{/~}을 찍고 올 수 있게, 내 폰 빌려줄 걸 그랬나.

		{trigger 1 Fade out, hear knock on door, fade in and Oshiro enters}

		[OSHIRO left normal]
		좋은 밤입니다, 여러분.

		[BADELINE right angry]
		{~}넌{/~} 여기 왜 온 거야?

		[OSHIRO left normal]
		파티가 있을 거라고 작은 새가 말해줬어요.

		[OSHIRO left sidehappy]
		{+thought}새가-보낸-초대장, 분명 마법 같은 파티임이 틀림없어!{+endthought}

		[OSHIRO left drama]
		하지만 제가 불청객이라면, 떠나야겠죠.

		[MADELINE right sad]
		아니에요, {+MROSHIRO}. 부디 머물러 주세요.

		[MADELINE right normal]
		다시 만나서 반가워요.

		{trigger 2 Oshiro settles in}

		[GRANNY left normal]
		호텔 밖에서 보는 건 처음이구나, {+OSHIRO}.
		드디어 그 호텔에서 나오다니, 정말 다행이야.
		{+MADELINE}이(가) 여태까지 모은 딸기로 파이를 굽고 있어.

		[OSHIRO left normal]
		아, 근사하네요, {+MS_MADELINE}.

		[THEO right normal]
		난 어른이 된 이후론 {# F94A4A}딸기 파이{#}를 먹어본 적이 없어.

		[THEO right excited]
		정말 기대되는걸!

		[BADELINE right scoff]
		너무 기대하진 마, 얘가 무슨 요리사도 아니니까.

		{trigger 3 Maddy Turns}

		[MADELINE left normal]
		등산가가 아니라고도 했었지.

		[BADELINE right worried]
		응... 그랬지.

		{trigger 3 Maddy Turns}

		[MADELINE right sad]
		네 기대에 미칠 거란 장담은 못해, {+THEO}.

		[MADELINE right normal]
		그래도 최선을 다했어.

	EP_PIE_START=
		[MADELINE right normal]
		그래서?
		맛이 어때?

	EP_PIE_DISAPPOINTED=
		[THEO left wtf]
		파이는 맞긴 한데...

		[OSHIRO left worried]
		딸기 파이라고 하시지 않았나요, {+MS_MADELINE}?

		[GRANNY left normal]
		딸기 파이에는 딸기가 들어있어야 한단다, 아가야.

	EP_PIE_GROSSED_OUT=
		[THEO left wtf]
		{+MADELINE}, 파이 구워 줘서 진짜 고맙긴 한데...
		근데 이건 못 먹겠다.

		[GRANNY left normal]
		중요한 건 맛이 아니라, 마음이지.

		[BADELINE left angry]
		당신들은 좋은 음식에 감사할 줄을 몰라.
		먹기 싫으면, 내가 혼자 다 먹겠어.

		[MADELINE right sad]
		굳이 그럴 필요는 없어.

		[BADELINE left worried]
		응... 사실 말만 한 거야.

	EP_PIE_OKAY=
		[OSHIRO left normal]
		중요한 건, {+MS_MADELINE}이 최선을 다했다는 거죠.

		[BADELINE left angry]
		이 인간은 도대체 누가 초대한 거야?

		[THEO left thinking]
		왜들 그래, 맛있기만 하구만.

		[GRANNY left normal]
		이것보다 별로인 것도 먹어봤다.

		[THEO left normal]
		파이 구워 줘서 고마워, {+MADELINE}.

	EP_PIE_REALLY_GOOD=
		[GRANNY left normal]
		놀라운데!
		내 실력이랑 맞먹을 정도구나.

		[BADELINE left normal]
		나쁘지 않네.

		[THEO left excited]
		와! 대~박!

		[THEO left normal]
		진짜 맛있다.

		[OSHIRO left normal]
		{+MS_MADELINE}, 저희 호텔 재개장 행사 때{n}파이를 구워서 보내주실 수 있을까요?
		
		[THEO left excited]
		{+ALEX}를 위해 한 조각 집에 가져가도 될까?
		한 입 맛보면 너무 맛있어서 기절할 거야.
		
	EP_PIE_AMAZING=
		[THEO left wtf]
		{+MADELINE}.

		[THEO left excited]
		내가 먹어본 파이 중에서 최고야!

		[MADELINE right sad]
		에이. 솔직하게 말해.

		[GRANNY left normal]
		저 녀석 말이 맞다, 아가야.
		아주 맛있구나.

		[OSHIRO left normal]
		정말 굉장합니다, {+MS_MADELINE}.

		[OSHIRO left worried]
		{~}이것이야말로 미각을 위한 교향곡 그 자체!{/~}

		[BADELINE left scoff]
		나도 좀 거든 셈 쳐줄 수 있을까?

		[MADELINE right normal]
		우와, 다들 정말 고마워요.
		이 파이 구우려고 정말 고생했거든요.
		
# *** Appendix ***

	APP_INTRO=
		일 년 뒤...

	APP_OLDLADY_A=
		[GRANNY right normal]
		안녕, 얘야!
		다시 보니 정말 반갑구나.

		{trigger 0}

		[GRANNY right normal flip]
		여기가 내가 전화로 이야기한 동굴이란다.
		
		{silent_trigger 1}
		
		따라오렴.

	APP_OLDLADY_B=
		[MADELINE left sad]
		여긴 어디예요?

		[GRANNY right normal]
		이 통로는 {+MOUNTAIN}의 중심으로 이어진단다.
		네가 돌아와서 더 깊은 곳까지 탐험하고 싶다고 했었지...

		{trigger 0 start laughing}

		[GRANNY right laugh]
		여기가 가장 깊은 곳이야!

		{trigger 1 stop laughing}

		[GRANNY right normal]
		하지만, 조심하거라.
		{+MOUNTAIN}의 심장에 가까이 다가갈수록,{n}그 힘이 너에게 다른 식으로 영향을 줄 게야.

		[MADELINE left sad]
		네, 이미 조금 느꼈어요...

		[GRANNY right normal]
		그럼, 행운을 비마.

	APP_OLDLADY_C=
		[GRANNY right normal]
		그나저나, {+PART_OF_YOU}는 어디에 있니?

		[MADELINE left sad]
		모르겠어요... 지금쯤 나타날 줄 알았는데.

		[MADELINE left distracted]
		그 이후로 제가 변해서, 더 이상 {+PART_OF_ME}가 아니게 된 걸지도 몰라요.

		[GRANNY right normal]
		아니면, 너희 둘이 함께 성장했을지도 모르지.
		그래서 이 {+MOUNTAIN}도 너희 둘을 갈라놓는 게 쉽지 않은 모양이구나.
		난 어떤 형태로든 그 애가 너와 함께 있을 거라고 본다.

		[MADELINE left normal]
		네, 저도 그렇게 생각하고 싶네요.

		[MADELINE left distracted]
		그래도, 서로 마주 보면서 대화할 수 있었으면 좋겠어요.

	APP_OLDLADY_D=
		[GRANNY right normal]
		{+THEO}랑은 연락하니?

		[MADELINE left normal]
		네, 여름에는 밴쿠버로 놀러 왔어요.
		함께 좋은 시간을 보냈죠.

		[GRANNY right normal]
		걔는 요즘 뭐 하니?

